DATETIME,BTC_USD,BTC_USD_GDAX,RHsell, RHbuy
2018-04-14 14:07:38.455159,8099.66,8080.8,"$8,066.11","$8,098.45"
2018-04-14 14:07:46.053847,8099.5,8080.8,"$8,067.42","$8,099.77"
2018-04-14 14:07:53.737875,8100.61,8086.74,"$8,067.42","$8,099.77"
2018-04-14 14:08:00.910390,8100.61,8086.74,"$8,065.17","$8,097.51"
2018-04-14 14:08:09.231868,8100.84,8086.73,"$8,064.27","$8,096.60"
2018-04-14 14:08:16.159562,8099.46,8086.73,"$8,063.67","$8,096.00"
2018-04-14 14:08:24.616273,8100.86,8086.74,"$8,063.71","$8,097.96"
2018-04-14 14:08:31.552080,8100.86,8086.74,"$8,063.71","$8,097.96"
2018-04-14 14:08:39.581166,8099.89,8086.74,"$8,063.70","$8,097.96"
2018-04-14 14:08:46.540542,8099.53,8086.74,"$8,063.70","$8,097.96"
2018-04-14 14:08:53.777063,8099.53,8086.74,"$8,063.34","$8,097.96"
2018-04-14 14:09:01.835736,8098.13,8086.74,"$8,065.70","$8,097.96"
2018-04-14 14:09:09.078534,8098.14,8086.73,"$8,063.07","$8,095.40"
2018-04-14 14:09:17.304907,8099.8,8086.73,"$8,060.99","$8,093.31"
2018-04-14 14:09:24.780544,8098.42,8086.74,"$8,063.67","$8,096.00"
2018-04-14 14:09:33.038460,8098.42,8086.74,"$8,063.67","$8,096.00"
2018-04-14 14:09:40.479608,8098.65,8086.74,"$8,063.67","$8,096.00"
2018-04-14 14:09:49.090099,8099.99,8086.74,"$8,063.67","$8,096.00"
2018-04-14 14:09:56.608759,8100,8086.74,"$8,063.67","$8,096.00"
2018-04-14 14:10:03.543867,8100,8086.74,"$8,063.67","$8,096.00"
2018-04-14 14:10:10.467781,8099.48,8086.74,"$8,063.42","$8,095.75"
2018-04-14 14:10:17.358063,8099.45,8086.74,"$8,062.50","$8,091.72"
2018-04-14 14:10:24.219052,8099.45,8086.74,"$8,062.50","$8,091.72"
2018-04-14 14:10:31.124409,8099.47,8086.74,"$8,062.50","$8,091.72"
2018-04-14 14:10:37.940522,8100.07,8086.74,"$8,062.50","$8,092.23"
2018-04-14 14:10:44.853777,8100.07,8086.74,"$8,062.50","$8,092.23"
2018-04-14 14:10:51.722634,8100.06,8086.74,"$8,062.50","$8,092.23"
2018-04-14 14:10:58.539174,8098.69,8086.74,"$8,062.47","$8,091.19"
2018-04-14 14:11:05.385472,8096.65,8086.74,"$8,060.46","$8,088.73"
2018-04-14 14:11:12.225247,8096.65,8086.74,"$8,059.73","$8,088.00"
2018-04-14 14:11:19.045503,8094.27,8086.73,"$8,058.98","$8,087.25"
2018-04-14 14:11:25.984583,8087.14,8086.73,"$8,054.62","$8,082.87"
2018-04-14 14:11:32.816984,8087.14,8086.73,"$8,054.50","$8,082.75"
2018-04-14 14:11:39.721107,8091,8080.05,"$8,054.33","$8,082.58"
2018-04-14 14:11:46.941653,8085.8,8080.05,"$8,053.77","$8,082.01"
2018-04-14 14:11:53.775384,8085.8,8080.05,"$8,053.77","$8,082.01"
2018-04-14 14:12:00.670637,8086.79,8080.05,"$8,053.77","$8,082.01"
2018-04-14 14:12:07.549580,8086.59,8081.96,"$8,053.77","$8,082.01"
2018-04-14 14:12:14.392512,8086.59,8081.96,"$8,051.97","$8,080.21"
2018-04-14 14:12:21.248512,8085.86,8079.79,"$8,051.93","$8,080.17"
2018-04-14 14:12:28.169632,8082.75,8079.79,"$8,049.22","$8,079.16"
2018-04-14 14:12:35.043330,8082.75,8063.3,"$8,049.22","$8,079.16"
2018-04-14 14:12:41.884327,8084.35,8075.81,"$8,049.22","$8,079.15"
2018-04-14 14:12:48.789362,8084.11,8075.81,"$8,049.22","$8,078.15"
2018-04-14 14:12:55.649423,8084.11,8074.52,"$8,049.22","$8,077.65"
2018-04-14 14:13:02.569904,8084,8074.52,"$8,049.84","$8,078.07"
2018-04-14 14:13:09.526764,8083.52,8074.51,"$8,046.66","$8,074.88"
2018-04-14 14:13:16.401330,8082.42,8074.51,"$8,047.55","$8,075.78"
2018-04-14 14:13:23.298201,8082.42,8074.51,"$8,047.61","$8,075.83"
2018-04-14 14:13:30.146650,8083.39,8074.51,"$8,049.06","$8,077.29"
2018-04-14 14:13:37.067463,8082.93,8074.52,"$8,049.07","$8,077.30"
2018-04-14 14:13:43.997116,8082.93,8074.52,"$8,049.22","$8,077.65"
2018-04-14 14:13:50.905099,8084.42,8074.52,"$8,050.10","$8,078.33"
2018-04-14 14:13:57.819517,8086.13,8074.52,"$8,050.28","$8,079.16"
2018-04-14 14:14:04.816146,8086.13,8074.51,"$8,050.28","$8,081.16"
2018-04-14 14:14:11.737733,8087.2,8074.51,"$8,051.07","$8,083.35"
2018-04-14 14:14:18.641622,8087.47,8074.52,"$8,050.59","$8,082.86"
2018-04-14 14:14:25.501343,8087.47,8074.52,"$8,050.59","$8,082.86"
2018-04-14 14:14:32.457741,8087.87,8074.52,"$8,050.59","$8,082.86"
2018-04-14 14:14:39.407052,8087.83,8074.52,"$8,050.59","$8,082.86"
2018-04-14 14:14:46.432973,8087.83,8074.51,"$8,050.59","$8,082.86"
2018-04-14 14:14:53.381923,8088.99,8074.51,"$8,052.09","$8,084.37"
2018-04-14 14:15:00.268039,8087.9,8075,"$8,052.33","$8,084.61"
2018-04-14 14:15:07.178463,8088.74,8075,"$8,052.33","$8,084.61"
2018-04-14 14:15:14.062257,8088.74,8076,"$8,052.84","$8,085.13"
2018-04-14 14:15:21.003735,8087.48,8076,"$8,053.15","$8,085.44"
2018-04-14 14:15:28.011250,8087.43,8076.92,"$8,053.29","$8,085.57"
2018-04-14 14:15:34.905467,8087.43,8076.92,"$8,053.29","$8,085.57"
2018-04-14 14:15:41.845753,8087.83,8079.99,"$8,055.75","$8,086.17"
2018-04-14 14:15:48.661270,8088.79,8079.99,"$8,055.75","$8,086.17"
2018-04-14 14:15:55.572368,8088.79,8079.99,"$8,055.75","$8,086.17"
2018-04-14 14:16:02.555959,8088.83,8079.99,"$8,055.75","$8,084.17"
2018-04-14 14:16:09.454400,8088.03,8079.99,"$8,055.08","$8,083.33"
2018-04-14 14:16:16.440451,8088.03,8079.99,"$8,054.83","$8,083.08"
2018-04-14 14:16:23.289263,8087.61,8079.99,"$8,053.75","$8,081.99"
2018-04-14 14:16:30.135913,8086.3,8079.99,"$8,052.37","$8,080.62"
2018-04-14 14:16:37.032180,8086.3,8079.99,"$8,052.37","$8,080.62"
2018-04-14 14:16:43.901773,8084.32,8079.99,"$8,051.88","$8,080.12"
2018-04-14 14:16:50.804514,8083.75,8080,"$8,051.88","$8,080.12"
2018-04-14 14:16:57.817365,8083.56,8080,"$8,051.88","$8,080.12"
2018-04-14 14:17:04.708670,8083.56,8079.99,"$8,050.44","$8,078.67"
2018-04-14 14:17:11.615489,8083.34,8079.99,"$8,047.57","$8,075.79"
2018-04-14 14:17:18.390436,8080.03,8076.9,"$8,046.32","$8,074.54"
2018-04-14 14:17:25.212522,8080.03,8076.9,"$8,046.37","$8,074.59"
2018-04-14 14:17:32.023860,8079.85,8074.01,"$8,042.62","$8,074.14"
2018-04-14 14:17:38.871308,8079.94,8074.01,"$8,043.18","$8,074.14"
2018-04-14 14:17:45.699516,8079.94,8074,"$8,047.07","$8,075.05"
2018-04-14 14:17:52.639248,8081.13,8074,"$8,047.66","$8,077.15"
2018-04-14 14:17:59.422453,8081.12,8074.01,"$8,049.60","$8,077.83"
2018-04-14 14:18:06.283825,8081.12,8074.01,"$8,045.95","$8,077.85"
2018-04-14 14:18:13.114977,8080.21,8073,"$8,047.93","$8,079.16"
2018-04-14 14:18:19.987461,8079.26,8073,"$8,047.35","$8,079.16"
2018-04-14 14:18:26.864742,8079.26,8073,"$8,046.99","$8,079.16"
2018-04-14 14:18:33.844693,8080.8,8073,"$8,044.83","$8,077.08"
2018-04-14 14:18:40.807092,8081.27,8073,"$8,044.89","$8,077.14"
2018-04-14 14:18:47.837176,8081.27,8073,"$8,045.00","$8,077.25"
2018-04-14 14:18:54.761980,8080.82,8067.21,"$8,046.34","$8,078.60"
2018-04-14 14:19:02.419727,8079.41,8067.21,"$8,046.34","$8,078.60"
2018-04-14 14:19:09.452562,8079.95,8070,"$8,046.34","$8,078.60"
2018-04-14 14:19:16.389896,8079.95,8070,"$8,046.34","$8,078.60"
2018-04-14 14:19:23.395276,8080.55,8070,"$8,046.59","$8,078.85"
2018-04-14 14:19:30.316314,8079.53,8070,"$8,047.84","$8,080.10"
2018-04-14 14:19:37.247881,8079.53,8070,"$8,047.84","$8,080.10"
2018-04-14 14:19:44.145846,8079.99,8070,"$8,047.84","$8,080.10"
2018-04-14 14:19:51.104982,8079.96,8070,"$8,047.84","$8,080.10"
2018-04-14 14:19:57.975833,8079.96,8070,"$8,047.84","$8,080.10"
2018-04-14 14:20:05.645213,8079.94,8070,"$8,047.84","$8,080.10"
2018-04-14 14:20:12.504984,8080.39,8070,"$8,047.84","$8,080.10"
2018-04-14 14:20:19.391423,8080.52,8069.99,"$8,047.84","$8,080.10"
2018-04-14 14:20:26.325913,8080.52,8069.99,"$8,048.59","$8,080.86"
2018-04-14 14:20:33.270902,8080.91,8070,"$8,048.59","$8,080.86"
2018-04-14 14:20:40.120512,8081.01,8070,"$8,048.59","$8,080.86"
2018-04-14 14:20:47.091457,8081.01,8069.99,"$8,048.59","$8,080.86"
2018-04-14 14:20:54.066637,8081.06,8069.99,"$8,048.59","$8,080.86"
2018-04-14 14:21:00.964130,8082.84,8070,"$8,048.59","$8,080.86"
2018-04-14 14:21:07.838619,8082.84,8070,"$8,050.58","$8,082.86"
2018-04-14 14:21:14.852537,8082.81,8069.99,"$8,051.09","$8,083.37"
2018-04-14 14:21:21.696700,8083.23,8069.99,"$8,051.09","$8,083.37"
2018-04-14 14:21:28.553833,8083.23,8069.99,"$8,053.08","$8,085.37"
2018-04-14 14:21:35.411863,8083.62,8069.99,"$8,053.08","$8,085.37"
2018-04-14 14:21:42.368926,8083.58,8074.01,"$8,053.08","$8,085.37"
2018-04-14 14:21:49.248180,8083.58,8074.01,"$8,053.08","$8,085.37"
2018-04-14 14:21:56.211108,8083.83,8074,"$8,053.08","$8,085.37"
2018-04-14 14:22:03.105640,8083.83,8074.01,"$8,053.08","$8,085.37"
2018-04-14 14:22:10.057168,8083.9,8074.01,"$8,053.09","$8,085.37"
2018-04-14 14:22:17.052467,8083.9,8076.2,"$8,054.17","$8,086.46"
2018-04-14 14:22:24.008398,8083.85,8076.2,"$8,054.18","$8,086.47"
2018-04-14 14:22:31.044247,8083.85,8076.19,"$8,054.18","$8,086.47"
2018-04-14 14:22:37.934541,8083.85,8076.19,"$8,054.18","$8,086.47"
2018-04-14 14:22:44.953851,8085.88,8076.2,"$8,054.18","$8,086.47"
2018-04-14 14:22:51.924976,8086.57,8076.2,"$8,054.18","$8,086.47"
2018-04-14 14:22:58.805078,8086.57,8076.2,"$8,054.18","$8,086.47"
2018-04-14 14:23:05.782165,8087,8076.2,"$8,054.18","$8,086.47"
2018-04-14 14:23:12.742668,8086.97,8076.2,"$8,054.18","$8,086.47"
2018-04-14 14:23:19.620326,8086.97,8076.19,"$8,052.92","$8,085.21"
2018-04-14 14:23:26.526080,8085.31,8076.19,"$8,051.96","$8,082.66"
2018-04-14 14:23:33.455036,8084.05,8076.2,"$8,051.96","$8,082.66"
2018-04-14 14:23:40.350613,8084.05,8076.2,"$8,051.96","$8,082.16"
2018-04-14 14:23:47.324205,8081.94,8076.19,"$8,042.95","$8,075.14"
2018-04-14 14:23:54.292132,8082.05,8076.19,"$8,043.50","$8,075.14"
2018-04-14 14:24:01.218311,8082.05,8068.2,"$8,043.98","$8,075.14"
2018-04-14 14:24:08.149627,8081.38,8068.2,"$8,044.19","$8,076.44"
2018-04-14 14:24:14.959591,8081.85,8068.2,"$8,044.19","$8,076.44"
2018-04-14 14:24:21.894410,8083.02,8068.2,"$8,045.19","$8,077.44"
2018-04-14 14:24:28.806266,8083.02,8068.2,"$8,046.70","$8,078.97"
2018-04-14 14:24:35.687446,8084.53,8068.2,"$8,048.37","$8,080.63"
2018-04-14 14:24:42.589944,8085.42,8076.1,"$8,049.00","$8,081.27"
2018-04-14 14:24:49.499233,8085.42,8076.1,"$8,050.11","$8,082.39"
2018-04-14 14:24:56.387719,8085.61,8074.01,"$8,050.11","$8,082.39"
2018-04-14 14:25:03.333855,8085.57,8074.01,"$8,050.11","$8,082.39"
2018-04-14 14:25:10.654369,8085.57,8074.01,"$8,049.79","$8,082.07"
2018-04-14 14:25:17.590036,8085.86,8074.01,"$8,047.08","$8,079.34"
2018-04-14 14:25:24.487930,8085.96,8073.05,"$8,047.08","$8,079.34"
2018-04-14 14:25:31.454501,8085.96,8073.05,"$8,047.18","$8,079.44"
2018-04-14 14:25:38.385777,8084.95,8073.36,"$8,049.52","$8,081.80"
2018-04-14 14:25:46.267272,8085.08,8073.36,"$8,049.49","$8,081.76"
2018-04-14 14:25:53.113408,8084.39,8073.35,"$8,047.13","$8,079.39"
2018-04-14 14:26:00.069913,8084.39,8073.35,"$8,047.10","$8,079.36"
2018-04-14 14:26:06.987092,8083.38,8066.05,"$8,044.60","$8,076.85"
2018-04-14 14:26:13.959925,8082.94,8066.05,"$8,044.60","$8,076.85"
2018-04-14 14:26:20.883676,8082.94,8069,"$8,044.08","$8,076.33"
2018-04-14 14:26:27.809412,8082.27,8069,"$8,044.1 1","$8,076.36"
2018-04-14 14:26:34.799468,8081.41,8069,"$8,044.76","$8,075.14"
2018-04-14 14:26:41.954260,8081.41,8069,"$8,044.75","$8,075.15"
2018-04-14 14:26:48.838890,8080.05,8069,"$8,047.33","$8,079.59"
2018-04-14 14:26:55.685141,8079.99,8069,"$8,047.34","$8,079.60"
2018-04-14 14:27:02.573640,8081.78,8070,"$8,048.41","$8,080.67"
2018-04-14 14:27:09.562999,8081.78,8070,"$8,047.45","$8,079.71"
2018-04-14 14:27:16.983960,8081.91,8073.81,"$8,046.28","$8,078.54"
2018-04-14 14:27:23.805303,8080.76,8073.81,"$8,045.27","$8,077.52"
2018-04-14 14:27:30.730632,8080.76,8068.95,"$8,044.66","$8,076.92"
2018-04-14 14:27:37.648169,8080.35,8068.95,"$8,044.27","$8,076.52"
2018-04-14 14:27:44.630169,8080.54,8072.21,"$8,044.26","$8,076.51"
2018-04-14 14:27:51.688317,8080.54,8072.21,"$8,043.75","$8,076.00"
2018-04-14 14:27:58.599637,8079.91,8071.79,"$8,037.64","$8,069.86"
2018-04-14 14:28:05.910040,8072.94,8071.79,"$8,037.87","$8,070.09"
2018-04-14 14:28:12.854604,8073.67,8055.05,"$8,037.37","$8,069.59"
2018-04-14 14:28:19.778184,8073.67,8055.05,"$8,032.40","$8,064.61"
2018-04-14 14:28:26.693100,8071.43,8057.61,"$8,033.21","$8,065.42"
2018-04-14 14:28:33.659013,8069.32,8057.61,"$8,035.92","$8,068.14"
2018-04-14 14:28:40.491731,8069.32,8037.44,"$8,020.42","$8,052.57"
2018-04-14 14:28:47.441051,8058.33,8037.44,"$8,019.67","$8,051.82"
2018-04-14 14:28:54.416357,8059.17,8037.43,"$8,021.06","$8,053.21"
2018-04-14 14:29:01.222779,8059.17,8037.43,"$8,023.92","$8,056.09"
2018-04-14 14:29:08.086543,8059.15,8037.44,"$8,026.41","$8,058.59"
2018-04-14 14:29:15.053935,8058.93,8037.44,"$8,026.66","$8,058.84"
2018-04-14 14:29:21.979105,8058.93,8046.71,"$8,029.15","$8,061.34"
2018-04-14 14:29:28.856933,8061.77,8046.71,"$8,029.15","$8,061.34"
2018-04-14 14:29:35.859823,8061.75,8046.91,"$8,029.15","$8,061.34"
2018-04-14 14:29:42.760837,8061.75,8046.91,"$8,029.15","$8,061.34"
2018-04-14 14:29:49.674398,8062.66,8054,"$8,041.00","$8,070.35"
2018-04-14 14:29:56.522129,8067.82,8054,"$8,032.77","$8,064.97"
2018-04-14 14:30:03.539656,8073.6,8065.2,"$8,023.41","$8,071.56"
2018-04-14 14:30:10.586307,8073.6,8065.2,"$8,023.41","$8,071.56"
2018-04-14 14:30:17.520225,8072.31,8065.2,"$8,051.89","$8,084.17"
2018-04-14 14:30:24.497924,8072.55,8065.2,"$8,056.17","$8,088.45"
2018-04-14 14:30:31.361158,8072.55,8061.3,"$8,056.17","$8,088.45"
2018-04-14 14:30:38.237921,8071.94,8061.3,"$8,054.34","$8,086.62"
2018-04-14 14:30:45.186229,8071.49,8061.01,"$8,055.80","$8,088.08"
2018-04-14 14:30:52.085133,8071.49,8061.01,"$8,055.80","$8,088.08"
2018-04-14 14:30:58.913070,8069.85,8061.01,"$8,052.49","$8,084.77"
2018-04-14 14:31:05.844928,8069.62,8061.01,"$8,052.49","$8,084.77"
2018-04-14 14:31:12.740932,8069.62,8061.01,"$8,052.49","$8,084.77"
2018-04-14 14:31:19.786029,8070.77,8061.01,"$8,054.63","$8,086.91"
2018-04-14 14:31:26.720608,8075.06,8061.01,"$8,054.63","$8,086.91"
2018-04-14 14:31:33.674772,8075.06,8061.01,"$8,054.63","$8,086.91"
2018-04-14 14:31:41.021384,8075.46,8061,"$8,059.31","$8,091.61"
2018-04-14 14:31:48.419296,8073.43,8061,"$8,059.31","$8,091.61"
2018-04-14 14:31:55.387036,8072.69,8061,"$8,059.31","$8,091.61"
2018-04-14 14:32:02.258475,8072.69,8061,"$8,056.54","$8,088.84"
2018-04-14 14:32:09.199734,8071.26,8061.01,"$8,056.54","$8,088.84"
2018-04-14 14:32:16.265787,8071.62,8061.01,"$8,056.54","$8,088.84"
2018-04-14 14:32:23.237274,8071.62,8061.01,"$8,055.48","$8,087.76"
2018-04-14 14:32:30.361236,8074.19,8061.01,"$8,057.02","$8,089.32"
2018-04-14 14:32:37.279780,8074.21,8061.01,"$8,057.40","$8,089.70"
2018-04-14 14:32:44.353718,8074.21,8061.01,"$8,057.02","$8,089.32"
2018-04-14 14:32:51.487317,8074.02,8061,"$8,057.87","$8,090.17"
2018-04-14 14:32:58.433530,8075.88,8061,"$8,057.87","$8,090.17"
2018-04-14 14:33:05.421522,8074.47,8061.03,"$8,057.87","$8,090.17"
2018-04-14 14:33:12.314228,8074.47,8061.03,"$8,059.14","$8,091.44"
2018-04-14 14:33:19.208076,8076.27,8061.05,"$8,059.14","$8,091.44"
2018-04-14 14:33:26.000264,8077.81,8061.05,"$8,059.14","$8,091.44"
2018-04-14 14:33:32.810478,8077.81,8061.05,"$8,060.71","$8,093.01"
2018-04-14 14:33:39.689487,8078.66,8061.05,"$8,060.71","$8,093.01"
2018-04-14 14:33:46.535157,8077.34,8061.05,"$8,060.71","$8,093.01"
2018-04-14 14:33:53.395474,8077.34,8061.05,"$8,061.15","$8,093.45"
2018-04-14 14:34:00.208986,8077.36,8061.05,"$8,061.15","$8,093.45"
2018-04-14 14:34:07.022074,8078.81,8061.05,"$8,061.15","$8,093.45"
2018-04-14 14:34:13.860748,8078.81,8065.96,"$8,062.65","$8,094.97"
2018-04-14 14:34:20.719426,8078.85,8065.96,"$8,062.65","$8,094.97"
2018-04-14 14:34:27.587735,8079.48,8066.05,"$8,062.69","$8,095.01"
2018-04-14 14:34:34.486053,8079.48,8066.05,"$8,063.32","$8,095.64"
2018-04-14 14:34:41.352915,8079.59,8066.99,"$8,063.32","$8,095.64"
2018-04-14 14:34:48.305865,8078.35,8066.99,"$8,063.84","$8,096.16"
2018-04-14 14:34:55.250404,8078.35,8067.03,"$8,063.84","$8,096.16"
2018-04-14 14:35:02.135088,8075.36,8067.03,"$8,059.74","$8,092.04"
2018-04-14 14:35:09.086315,8077.79,8067.03,"$8,059.74","$8,092.04"
2018-04-14 14:35:15.876672,8077.79,8067.03,"$8,059.74","$8,092.04"
2018-04-14 14:35:22.766924,8080.51,8067.03,"$8,064.35","$8,096.67"
2018-04-14 14:35:29.726049,8080.59,8067.03,"$8,064.35","$8,096.67"
2018-04-14 14:35:36.680583,8078.78,8067.03,"$8,064.35","$8,096.67"
2018-04-14 14:35:43.651456,8078.78,8067.03,"$8,064.20","$8,096.52"
2018-04-14 14:35:50.595104,8076.2,8067.1,"$8,060.05","$8,092.35"
2018-04-14 14:35:57.528949,8078.54,8067.1,"$8,060.05","$8,092.35"
2018-04-14 14:36:04.436274,8078.54,8067.1,"$8,060.05","$8,092.35"
2018-04-14 14:36:11.342808,8078.21,8067.1,"$8,062.05","$8,094.37"
2018-04-14 14:36:18.661039,8078.29,8067.09,"$8,062.05","$8,094.37"
2018-04-14 14:36:25.591604,8078.29,8067.09,"$8,061.35","$8,093.66"
2018-04-14 14:36:32.519736,8078.65,8067.09,"$8,062.49","$8,094.81"
2018-04-14 14:36:39.526013,8076.81,8067.09,"$8,061.35","$8,093.66"
2018-04-14 14:36:46.424745,8076.81,8058.17,"$8,059.42","$8,091.72"
2018-04-14 14:36:53.306906,8075.03,8058.17,"$8,059.42","$8,091.72"
2018-04-14 14:37:00.269510,8076.61,8058.16,"$8,059.42","$8,091.72"
2018-04-14 14:37:07.194696,8076.61,8058.16,"$8,060.94","$8,093.24"
2018-04-14 14:37:14.091117,8077.59,8058.16,"$8,060.94","$8,093.24"
2018-04-14 14:37:21.057554,8077.53,8058.16,"$8,060.94","$8,093.24"
2018-04-14 14:37:28.154386,8076.28,8058.16,"$8,062.06","$8,094.38"
2018-04-14 14:37:35.020829,8076.28,8058.16,"$8,062.06","$8,094.38"
2018-04-14 14:37:41.910292,8075.41,8058.16,"$8,062.06","$8,094.38"
2018-04-14 14:37:48.934595,8075.91,8058.16,"$8,059.72","$8,092.02"
2018-04-14 14:37:55.720683,8075.91,8058.2,"$8,059.72","$8,092.02"
2018-04-14 14:38:02.579635,8076.01,8058.2,"$8,059.72","$8,092.02"
2018-04-14 14:38:09.447028,8077.47,8058.2,"$8,061.34","$8,093.64"
2018-04-14 14:38:16.237868,8077.47,8058.2,"$8,061.34","$8,093.64"
2018-04-14 14:38:23.176580,8074.79,8058.19,"$8,061.34","$8,093.64"
2018-04-14 14:38:30.046916,8074.5,8058.19,"$8,058.67","$8,090.97"
2018-04-14 14:38:36.866899,8074.5,8058.19,"$8,058.67","$8,090.97"
2018-04-14 14:38:43.703591,8073.43,8058.19,"$8,058.35","$8,090.65"
2018-04-14 14:38:50.554188,8073.42,8058.2,"$8,057.27","$8,089.57"
2018-04-14 14:38:57.499664,8073.42,8058.2,"$8,057.27","$8,089.57"
2018-04-14 14:39:04.338028,8073.54,8058,"$8,057.27","$8,089.57"
2018-04-14 14:39:11.725015,8069.86,8058,"$8,053.72","$8,086.00"
2018-04-14 14:39:18.528350,8071.73,8057.74,"$8,053.72","$8,086.00"
2018-04-14 14:39:25.400748,8071.73,8057.74,"$8,053.72","$8,086.00"
2018-04-14 14:39:32.268219,8069.16,8058,"$8,053.53","$8,085.81"
2018-04-14 14:39:39.371649,8069.14,8058,"$8,053.53","$8,085.81"
2018-04-14 14:39:46.238284,8069.14,8051.11,"$8,053.53","$8,085.81"
2018-04-14 14:39:53.271441,8069.61,8051.11,"$8,053.47","$8,085.75"
2018-04-14 14:40:00.219506,8068.18,8054,"$8,053.47","$8,085.75"
2018-04-14 14:40:07.252861,8068.18,8054,"$8,053.47","$8,085.75"
2018-04-14 14:40:14.200869,8069.29,8053.99,"$8,053.11","$8,085.39"
2018-04-14 14:40:21.047054,8070.83,8053.99,"$8,054.69","$8,086.97"
2018-04-14 14:40:27.862824,8070.83,8054,"$8,053.31","$8,085.59"
2018-04-14 14:40:34.787633,8067.61,8054,"$8,054.69","$8,086.97"
2018-04-14 14:40:41.594327,8066.69,8054,"$8,050.56","$8,082.82"
2018-04-14 14:40:48.489428,8066.69,8054,"$8,050.56","$8,082.82"
2018-04-14 14:40:55.369423,8064.87,8054,"$8,050.56","$8,082.82"
2018-04-14 14:41:02.182669,8065.26,8054,"$8,049.13","$8,081.39"
2018-04-14 14:41:09.058713,8065.26,8054,"$8,049.13","$8,081.39"
2018-04-14 14:41:15.984410,8065.94,8054,"$8,049.13","$8,081.39"
2018-04-14 14:41:22.874783,8065.28,8054,"$8,049.15","$8,081.41"
2018-04-14 14:41:29.741276,8065.28,8054,"$8,049.15","$8,081.41"
2018-04-14 14:41:36.509567,8065.76,8054,"$8,049.15","$8,081.41"
2018-04-14 14:41:43.429129,8065.72,8054,"$8,049.59","$8,081.85"
2018-04-14 14:41:50.361844,8065.72,8054,"$8,049.59","$8,081.85"
2018-04-14 14:41:57.326848,8065.69,8054,"$8,049.59","$8,081.85"
2018-04-14 14:42:04.242500,8065.75,8054,"$8,049.56","$8,081.82"
2018-04-14 14:42:11.150467,8064.77,8054,"$8,049.56","$8,081.82"
2018-04-14 14:42:18.117001,8064.77,8050.01,"$8,045.05","$8,077.29"
2018-04-14 14:42:25.153982,8061.41,8050.01,"$8,045.05","$8,077.29"
2018-04-14 14:42:31.947881,8061.28,8050,"$8,045.29","$8,077.53"
2018-04-14 14:42:38.837200,8061.28,8047.01,"$8,044.69","$8,076.93"
2018-04-14 14:42:45.720054,8060.81,8047.01,"$8,044.69","$8,076.93"
2018-04-14 14:42:52.603809,8059.02,8045,"$8,043.07","$8,075.31"
2018-04-14 14:42:59.462821,8059.02,8045,"$8,043.07","$8,075.31"
2018-04-14 14:43:06.223081,8057.09,8045,"$8,043.07","$8,075.31"
2018-04-14 14:43:13.405291,8057.46,8045,"$8,040.17","$8,072.39"
2018-04-14 14:43:20.249523,8057.46,8045,"$8,041.41","$8,073.65"
2018-04-14 14:43:27.062060,8057.53,8045,"$8,041.41","$8,073.65"
2018-04-14 14:43:33.873099,8056.11,8045,"$8,041.41","$8,073.65"
2018-04-14 14:43:40.694166,8056.11,8045.01,"$8,041.22","$8,073.44"
2018-04-14 14:43:47.503461,8058.4,8045.01,"$8,041.22","$8,073.44"
2018-04-14 14:43:54.337353,8058.17,8045.01,"$8,041.22","$8,073.44"
2018-04-14 14:44:01.121970,8058.17,8045.01,"$8,042.90","$8,075.14"
2018-04-14 14:44:08.017099,8058.44,8045.01,"$8,042.90","$8,075.14"
2018-04-14 14:44:14.905987,8061.13,8045.01,"$8,042.90","$8,075.14"
2018-04-14 14:44:21.743722,8061.13,8045,"$8,043.35","$8,075.59"
2018-04-14 14:44:28.532247,8059.29,8045,"$8,044.64","$8,076.88"
2018-04-14 14:44:35.416298,8060.53,8045,"$8,043.35","$8,075.59"
2018-04-14 14:44:42.190497,8060.53,8045,"$8,042.83","$8,075.07"
2018-04-14 14:44:49.051983,8058.95,8045.01,"$8,042.83","$8,075.07"
2018-04-14 14:44:55.989441,8058.16,8045.01,"$8,042.83","$8,075.07"
2018-04-14 14:45:02.928853,8058.16,8045.01,"$8,041.67","$8,073.91"
2018-04-14 14:45:09.838619,8056.38,8045.01,"$8,041.67","$8,073.91"
2018-04-14 14:45:16.837658,8058.2,8045.01,"$8,041.67","$8,073.91"
2018-04-14 14:45:23.684942,8058.2,8045.01,"$8,042.10","$8,074.34"
2018-04-14 14:45:30.539567,8057.63,8045.01,"$8,041.57","$8,073.81"
2018-04-14 14:45:37.352635,8057.31,8045.01,"$8,041.57","$8,073.81"
2018-04-14 14:45:44.126028,8057.31,8045.01,"$8,042.03","$8,074.27"
2018-04-14 14:45:51.072170,8057.73,8045.01,"$8,042.03","$8,074.27"
2018-04-14 14:45:57.937246,8056.32,8045.01,"$8,042.03","$8,074.27"
2018-04-14 14:46:04.887171,8056.32,8045.01,"$8,039.97","$8,072.19"
2018-04-14 14:46:11.698635,8058.16,8045.01,"$8,039.97","$8,072.19"
2018-04-14 14:46:18.509199,8058.16,8045.01,"$8,042.04","$8,074.28"
2018-04-14 14:46:25.375014,8058.16,8048.85,"$8,042.04","$8,074.28"
2018-04-14 14:46:32.244952,8058.48,8048.85,"$8,042.36","$8,074.60"
