Price,PriceTarget,MACD,TradePrice,trade_volume,b1,a1,bq1,aq1,Spread
4150.605,4150.135,0.001656074,4150.39,0.0102,4150.6,4150.61,0.03807186,14.96676695,0.01
4150.605,4150.135,0.005716763,4150.21,0.5734704,4150.6,4150.61,0.03807186,14.96676695,0.01
4150.605,4150.135,0.009737835,4150.18,2.40E-06,4150.6,4150.61,0.03807186,14.96676695,0.01
4150.135,4150.135,-0.020152024,4150.18,2.40E-06,4150.13,4150.14,0.17051229,7.466046,0.01
4150.135,4150.135,-0.039233131,4150.14,1.44E-05,4150.13,4150.14,0.17051229,7.466046,0.01
4150.135,4150.135,-0.050039116,4150.14,1.44E-05,4150.13,4150.14,2.67051229,10.0691996,0.01
4150.135,4150.135,-0.054608248,4150.14,1.44E-05,4150.13,4150.14,2.67051229,14.02126083,0.01
4150.135,4150.135,-0.054571572,4150.14,1.44E-05,4150.13,4150.14,2.67051229,13.03126083,0.01
4150.135,4150.135,-0.051226191,4150.13,0.01,4150.13,4150.14,2.67051229,13.03126083,0.01
4150.135,4150.135,-0.045596119,4150.13,0.01048,4150.13,4150.14,2.67051229,13.03126083,0.01
4150.135,4150.03,-0.038482734,4150.13,0.01,4150.13,4150.14,2.67051229,13.03126083,0.01
4150.135,4150.03,-0.030506549,4150.13,0.01,4150.13,4150.14,2.67051229,13.03126083,0.01
4150.135,4150.03,-0.022141724,4150.13,0.01,4150.13,4150.14,2.67051229,13.03126083,0.01
4150.135,4150.03,-0.013744537,4150.13,0.01,4150.13,4150.14,2.67051229,13.03126083,0.01
4150.135,4150.03,-0.005576812,4150.13,0.01,4150.13,4150.14,2.67051229,13.03126083,0.01
4150.03,4150.03,-0.005363616,4150.13,0.01,4150.01,4150.05,0.60961229,0.11416259,0.04
4150.03,4150.03,-0.003221611,4150.13,0.10003229,4150.01,4150.05,0.60961229,0.11416259,0.04
4150.03,4150.03,0.000215773,4150.13,2.5,4150.01,4150.05,0.60961229,0.11416259,0.04
4150.03,4150.03,0.004456637,4150.1,0.0102,4150.01,4150.05,0.60961229,0.11416259,0.04
4150.03,4150.03,0.009123658,4150.05,0.0689,4150.01,4150.05,0.60961229,0.11416259,0.04
4150.03,4150.015,0.013931857,4150.03,0.05,4150.01,4150.05,0.60961229,0.11416259,0.04
4150.03,4150.015,0.018670305,4150.03,0.01,4150.01,4150.05,0.60961229,0.11416259,0.04
4150.03,4150.015,0.023187093,4150.01,0.2,4150.01,4150.05,0.60961229,0.11416259,0.04
4150.03,4150.015,0.027377034,4150.01,1.99038771,4150.01,4150.05,0.60961229,0.11416259,0.04
4150.03,4150.015,0.031171611,4150.02,0.00240361,4150.01,4150.05,0.60961229,0.11416259,0.04
4150.015,4150.015,0.033453878,4150.02,0.00240361,4150.01,4150.02,0.60961229,7.09280318,0.01
4150.015,4150.015,0.035635747,4150.02,0.00240361,4150.01,4150.02,3.4729542,13.50486441,0.01
4150.015,4150.015,0.037636592,4150.02,0.1118,4150.01,4150.02,3.4729542,13.50486441,0.01
4150.015,4150.015,0.039403057,4150.02,2.40E-06,4150.01,4150.02,3.4729542,13.50486441,0.01
4150.015,4150.015,0.040902983,4150.02,2.40E-06,4150.01,4150.02,3.4729542,13.39306201,0.01
4150.015,4150.015,0.042120491,4150.02,2.40E-06,4150.01,4150.02,3.4839542,13.41462551,0.01
4150.015,4150.015,0.04305201,4150.01,0.00961229,4150.01,4150.02,3.4839542,13.41462551,0.01
4150.015,4150.015,0.043703082,4150.01,0.1,4150.01,4150.02,3.4839542,13.41462551,0.01
4150.015,4150.015,0.044085826,4150.01,0.5,4150.01,4150.02,3.4839542,13.41462551,0.01
4150.015,4150.015,0.044216909,4150.01,0.43666597,4150.01,4150.02,3.4839542,13.41462551,0.01
4150.015,4150.015,0.044115968,4150.01,0.43666597,4150.01,4150.02,2.43767594,13.43614791,0.01
4150.015,4150.015,0.043804366,4150.01,0.43666597,4150.01,4150.02,2.43767594,13.43614791,0.01
4150.015,4150.015,0.043304245,4150.01,0.43666597,4150.01,4150.02,2.43767594,13.43614791,0.01
4150.015,4150.015,0.042637802,4150.01,0.43666597,4150.01,4150.02,2.43767594,13.43614791,0.01
4150.015,4150.015,0.041826756,4150.02,2.40E-06,4150.01,4150.02,2.43767594,13.43614791,0.01
4150.015,4150.015,0.04089196,4150.02,2.40E-06,4150.01,4150.02,2.43767594,13.43614551,0.01
4150.015,4150.015,0.039853133,4150.02,2.40E-06,4150.01,4150.02,2.43767594,14.41596151,0.01
4150.015,4150.015,0.038728681,4150.02,2.40E-06,4150.01,4150.02,2.43767594,14.41596151,0.01
4150.015,4150.015,0.037535597,4150.02,2.40E-06,4150.01,4150.02,2.43767594,14.41596151,0.01
4150.015,4150.015,0.036289413,4150.02,2.40E-06,4150.01,4150.02,2.43767594,14.41596151,0.01
4150.015,4150.015,0.035004196,4150.02,2.40E-06,4150.01,4150.02,2.43767594,14.41596151,0.01
4150.015,4150.015,0.033692575,4150.02,2.40E-06,4150.01,4150.02,2.43767594,14.41596151,0.01
4150.015,4150.015,0.032365791,4150.02,2.40E-06,4150.01,4150.02,2.43767594,14.41596151,0.01
4150.015,4150.015,0.031033767,4150.02,2.40E-06,4150.01,4150.02,2.42667594,14.39439561,0.01
4150.015,4150.015,0.029705187,4150.01,1.07,4150.01,4150.02,2.42667594,14.39439561,0.01
4150.015,4150.015,0.028387575,4150.01,1.07,4150.01,4150.02,1.35667594,14.39439561,0.01
4150.015,4150.015,0.027087391,4150.01,1.07,4150.01,4150.02,1.35667594,14.39439561,0.01
4150.015,4150.015,0.025810114,4150.01,1.07,4150.01,4150.02,2.17667594,14.39439561,0.01
4150.015,4150.015,0.024560333,4150.01,1.07,4150.01,4150.02,2.17667594,14.39439561,0.01
4150.015,4150.015,0.023341829,4150.01,1.07,4150.01,4150.02,2.17667594,14.41600491,0.01
4150.015,4150.015,0.022157662,4150.01,1.07,4150.01,4150.02,2.17667594,14.41600491,0.01
4150.015,4150.015,0.02101024,4150.02,2.40E-06,4150.01,4150.02,2.17667594,14.41600491,0.01
4150.015,4150.015,0.019901397,4150.02,0.00048072,4150.01,4150.02,2.17667594,14.41600491,0.01
4150.015,4150.015,0.018832461,4150.02,0.00048072,4150.01,4150.02,2.17667594,14.41552179,0.01
4150.015,4150.015,0.017804311,4150.02,0.40130607,4150.01,4150.02,2.17667594,14.41552179,0.01
4150.015,4150.015,0.016817437,4150.02,0.04229393,4150.01,4150.02,2.17667594,14.41552179,0.01
4150.015,4150.015,0.015871993,4150.02,0.04229393,4150.01,4150.02,2.17667594,13.97192179,0.01
4150.015,4150.015,0.014967843,4150.02,0.04229393,4150.01,4150.02,12.57397594,8.17421572,0.01
4150.015,4150.015,0.014104604,4150.02,0.04229393,4150.01,4150.02,2.17667594,13.99421572,0.01
4150.015,4150.015,0.013281683,4150.02,0.04229393,4150.01,4150.02,2.17667594,16.99421572,0.01
4150.015,4150.015,0.012498314,4150.02,0.04229393,4150.01,4150.02,2.17667594,16.99421572,0.01
4150.015,4150.015,0.011753588,4150.02,2.40E-06,4150.01,4150.02,2.17667594,16.99421572,0.01
4150.015,4150.015,0.011046479,4150.02,2.40E-06,4150.01,4150.02,12.55667594,11.17421332,0.01
4150.015,4150.015,0.010375869,4150.02,2.40E-06,4150.01,4150.02,12.55667594,16.99421332,0.01
4150.015,4150.015,0.00974057,4150.02,2.40E-06,4150.01,4150.02,2.17667594,16.99421332,0.01
4150.015,4150.015,0.00913934,4150.02,2.40E-06,4150.01,4150.02,2.17667594,16.99421332,0.01
4150.015,4150.015,0.008570904,4150.02,2.40E-06,4150.01,4150.02,2.17667594,16.99421332,0.01
4150.015,4150.015,0.008033961,4150.02,2.40E-06,4150.01,4150.02,3.17667594,16.99421332,0.01
